The SAS System,,,,,,,,,,,
,,,,,,,,,,,
release_id,estimize_actual,anndats,ibes_actvalue,IBES_adj_actual,ticker,etick,y,ibes_right,estimize_right,formatted_date,
36906,0.21,10/17/2012,0.19,0.19,KMI,KMI,0.02,0,0,10/17/2012,
36901,0.21,1/18/2012,0.4,0.4,KMI,KMI,0.19,0,0,1/18/2012,
15479,1.08,8/7/2014,0.16,0.16,LAMR,LAMR,0.92,0,0,8/7/2014,
81110,-1.14,4/13/2015,-1.17,-1.17,LAYN,LAYN,0.03,0,0,4/13/2015,
81106,-0.63,9/9/2014,-0.55,-0.55,LAYN,LAYN,0.08,0,0,9/9/2014,
81156,-1.22,6/5/2013,-0.81,-0.81,LAYN,LAYN,0.41,0,0,6/5/2013,
19869,0.43,7/26/2012,0.39,0.39,LEG,LEG,0.04,0,0,7/26/2012,
20330,0.4,9/24/2012,0.23,0.23,LEN,LEN,0.17,0,0,9/24/2012,
26969,-0.05,4/29/2015,-0.29,-0.29,LL,LL,0.24,0,0,4/29/2015,
73926,2.03,11/1/2012,1.98,1.98,LLL,LLL,0.05,0,0,11/1/2012,
72508,0.21,2/3/2014,0.12,0.12,LMNX,LMNX,0.09,0,0,2/3/2014,
72445,0.2,7/28/2014,0.09,0.09,LMNX,LMNX,0.11,0,0,7/28/2014,
74144,2.38,1/23/2014,2.04,2.04,LMT,LMT,0.34,0,0,1/23/2014,
42542,-0.4,10/30/2014,-0.43,-0.43,LNG,LNG,0.03,0,0,10/30/2014,
42497,-0.52,2/20/2015,-0.7,-0.7,LNG,LNG,0.18,0,0,2/20/2015,
61434,0.75,2/14/2014,0.78,0.78,LPNT,LPNT,0.03,0,0,2/14/2014,
4480,0.03,8/5/2014,-0.03,-0.03,LPX,LPX,0.06,0,0,8/5/2014,
1083,-0.35,2/27/2014,1.58,1.58,LXU,LXU,1.93,0,0,2/27/2014,
1322,2.46,10/24/2014,2.52,2.52,LYB,LYB,0.06,0,0,10/24/2014,
53919,0.48,5/3/2012,0.59,0.59,MAIN,MAIN,0.11,0,0,5/3/2012,
23169,0.57,4/29/2014,0.54,0.54,MAR,MAR,0.03,0,0,4/29/2014,
21716,-0.03,4/17/2014,0.01,0.01,MAT,MAT,0.04,0,0,4/17/2014,
23713,1.09,10/21/2014,1.36,1.36,MCD,MCD,0.27,0,0,10/21/2014,
24266,0.07,3/20/2014,0.15,0.15,MCS,MCS,0.08,0,0,3/20/2014,
67921,0.2,2/18/2015,-0.33,-0.33,MDCO,MDCO,0.53,0,0,2/18/2015,
44024,-0.04,5/11/2015,-0.02,-0.02,MDR,MDR,0.02,0,0,5/11/2015,
23301,-0.02,10/30/2014,-0.04,-0.04,MGM,MGM,0.02,0,0,10/30/2014,
23355,0.07,2/17/2015,-0.7,-0.7,MGM,MGM,0.77,0,0,2/17/2015,
21270,0.45,2/3/2015,0.35,0.35,MHO,MHO,0.1,0,0,2/3/2015,
88554,-0.04,10/31/2012,0.69,0.69,MIC,MIC,0.73,0,0,10/31/2012,
78774,0.5,6/25/2014,0.47,0.47,MLHR,MLHR,0.03,0,0,6/25/2014,
11122,0.62,8/8/2013,0.65,0.65,MNST,MNST,0.03,0,0,8/8/2013,
11119,0.37,5/8/2013,0.42,0.42,MNST,MNST,0.05,0,0,5/8/2013,
2336,1.12,7/16/2013,1.14,1.14,MOS,MOS,0.02,0,0,7/16/2013,
2332,0.94,3/28/2013,0.9,0.9,MOS,MOS,0.04,0,0,3/28/2013,
2756,0.79,4/30/2015,0.7,0.7,MOS,MOS,0.09,0,0,4/30/2015,
77067,0.4,4/22/2014,0.36,0.36,MSA,MSA,0.04,0,0,4/22/2014,
112815,0.71,1/26/2015,0.75,0.75,MSFT,MSFT,0.04,0,0,1/26/2015,
24623,-1.77,12/8/2014,-2.23,-2.23,MTN,MTN,0.46,0,0,12/8/2014,
83168,0.18,8/6/2012,0.32,0.32,MTW,MTW,0.14,0,0,8/6/2012,
103695,0.29,10/10/2013,0.2,0.2,MU,MU,0.09,0,0,10/10/2013,
91650,-0.29,4/23/2015,-0.32,-0.32,MXWL,MXWL,0.03,0,0,4/23/2015,
58772,0.48,5/6/2014,0.6,0.6,MYGN,MYGN,0.12,0,0,5/6/2014,
37708,-0.48,8/12/2013,-0.43,-0.43,NAT,NAT,0.05,0,0,8/12/2013,
37705,-0.59,5/13/2013,-0.43,-0.43,NAT,NAT,0.16,0,0,5/13/2013,
96483,0.4,1/29/2015,0.34,0.34,NATI,NATI,0.06,0,0,1/29/2015,
83634,-4.39,6/10/2013,-4.32,-4.32,NAV,NAV,0.07,0,0,6/10/2013,
83642,-3.07,3/5/2014,-2.81,-2.81,NAV,NAV,0.26,0,0,3/5/2014,
83655,-3.65,6/5/2014,-3.14,-3.14,NAV,NAV,0.51,0,0,6/5/2014,
83611,-11.5,12/19/2012,-7.89,-7.89,NAV,NAV,3.61,0,0,12/19/2012,
34042,0.36,7/29/2014,0.2,0.2,NEM,NEM,0.16,0,0,7/29/2014,
1652,4.17,1/29/2015,4.3,4.3,NEU,NEU,0.13,0,0,1/29/2015,
51601,0.13,8/2/2012,0.11,0.11,NEWS,NEWS,0.02,0,0,8/2/2012,
74215,2.4,4/23/2014,2.63,2.63,NOC,NOC,0.23,0,0,4/23/2014,
86384,0.57,2/19/2015,0.2,0.2,NPO,NPO,0.37,0,0,2/19/2015,
118010,-0.18,5/6/2014,-0.23,-0.23,NRG,NRG,0.05,0,0,5/6/2014,
118164,0.2,2/27/2015,0.38,0.38,NRG,NRG,0.18,0,0,2/27/2015,
118083,-0.15,5/8/2015,-0.37,-0.37,NRG,NRG,0.22,0,0,5/8/2015,
118101,0.39,8/9/2013,0.64,0.64,NRG,NRG,0.25,0,0,8/9/2013,
117955,2.06,2/27/2013,-0.14,-0.14,NRG,NRG,2.2,0,0,2/27/2013,
31151,-0.18,3/5/2013,-0.06,-0.06,NTRI,NTRI,0.12,0,0,3/5/2013,
34327,0.53,1/28/2014,0.46,0.46,NUE,NUE,0.07,0,0,1/28/2014,
105360,0.19,8/9/2012,0.22,0.22,NVDA,NVDA,0.03,0,0,8/9/2012,
105745,0.24,5/6/2014,0.21,0.21,NVDA,NVDA,0.03,0,0,5/6/2014,
106239,0.43,2/11/2015,0.35,0.35,NVDA,NVDA,0.08,0,0,2/11/2015,
105818,0.3,8/7/2014,0.22,0.22,NVDA,NVDA,0.08,0,0,8/7/2014,
116961,0.77,10/23/2014,0.34,0.34,NWE,NWE,0.43,0,0,10/23/2014,
120633,0.29,11/6/2012,-0.29,-0.29,NWN,NWN,0.58,0,0,11/6/2012,
16444,-0.01,10/25/2012,0.03,0.03,NYT,NYT,0.04,0,0,10/25/2012,
16426,-0.01,10/20/2011,0.05,0.05,NYT,NYT,0.06,0,0,10/20/2011,
75667,0.62,10/26/2011,0.9,0.9,OC,OC,0.28,0,0,10/26/2011,
54796,0.58,2/11/2013,0.3,0.3,OHI,OHI,0.28,0,0,2/11/2013,
54877,0.69,7/23/2014,0.38,0.38,OHI,OHI,0.31,0,0,7/23/2014,
54821,0.65,2/3/2014,0.32,0.32,OHI,OHI,0.33,0,0,2/3/2014,
2323,0.33,10/23/2014,0.41,0.41,OLN,OLN,0.08,0,0,10/23/2014,
2344,0.17,4/27/2015,0.26,0.26,OLN,OLN,0.09,0,0,4/27/2015,
16599,1.23,7/22/2014,1.2,1.2,OMC,OMC,0.03,0,0,7/22/2014,
59243,-0.06,8/11/2014,-0.04,-0.04,OPK,OPK,0.02,0,0,8/11/2014,
59253,-0.26,5/11/2015,-0.2,-0.2,OPK,OPK,0.06,0,0,5/11/2015,
97386,0.17,11/3/2014,0.29,0.29,ORBK,ORBK,0.12,0,0,11/3/2014,
84405,0.83,4/29/2014,0.8,0.8,OSK,OSK,0.03,0,0,4/29/2014,
70443,-0.18,5/8/2013,-0.06,-0.06,OSUR,OSUR,0.12,0,0,5/8/2013,
54868,0.47,2/5/2015,0.5,0.5,OZM,OZM,0.03,0,0,2/5/2015,
109046,0.61,3/5/2012,0.58,0.58,PAY,PAY,0.03,0,0,3/5/2012,
60291,-1.03,3/2/2015,-1.57,-1.57,PBYI,PBYI,0.54,0,0,3/2/2015,
39068,-0.04,8/8/2014,-0.79,-0.79,PDCE,PDCE,0.75,0,0,8/8/2014,
59097,0.44,5/12/2014,0.42,0.42,PDLI,PDLI,0.02,0,0,5/12/2014,
118150,0.01,3/2/2015,-0.36,-0.36,PEGI,PEGI,0.37,0,0,3/2/2015,
23908,0.07,10/23/2014,0.1,0.1,PENN,PENN,0.03,0,0,10/23/2014,
23798,-11.4,2/6/2014,3.89,3.89,PENN,PENN,15.29,0,0,2/6/2014,
66798,0.6,11/1/2011,0.62,0.62,PFE,PFE,0.02,0,0,11/1/2011,
76208,0.16,3/12/2015,-0.37,-0.37,PGEM,PGEM,0.53,0,0,3/12/2015,
49106,0.63,1/28/2015,0.6,0.6,PGR,PGR,0.03,0,0,1/28/2015,
48950,0.49,7/10/2014,0.45,0.45,PGR,PGR,0.04,0,0,7/10/2014,
48804,0.5,1/22/2014,0.41,0.41,PGR,PGR,0.09,0,0,1/22/2014,
48704,0.54,7/11/2013,0.39,0.39,PGR,PGR,0.15,0,0,7/11/2013,
48670,0.46,10/10/2012,0.27,0.27,PGR,PGR,0.19,0,0,10/10/2012,
51696,-0.32,5/7/2014,-0.73,-0.73,PHH,PHH,0.41,0,0,5/7/2014,
20501,0.13,7/26/2012,0.11,0.11,PHM,PHM,0.02,0,0,7/26/2012,
53006,1.63,10/16/2012,1.47,1.47,PNC,PNC,0.16,0,0,10/16/2012,
54605,0.28,8/5/2014,0.2,0.2,PNNT,PNNT,0.08,0,0,8/5/2014,
68935,0,11/5/2014,-0.12,-0.12,PODD,PODD,0.12,0,0,11/5/2014,
119082,0.29,8/2/2013,0.2,0.2,POR,POR,0.09,0,0,8/2/2013,
9359,-0.92,8/7/2014,-0.3,-0.3,POST,POST,0.62,0,0,8/7/2014,
50052,0.93,10/30/2013,1.02,1.02,PRAA,PRAA,0.09,0,0,10/30/2013,
112160,0.36,1/3/2012,0.34,0.34,PRGS,PRGS,0.02,0,0,1/3/2012,
48697,1.04,11/2/2011,1.07,1.07,PRU,PRU,0.03,0,0,11/2/2011,
45609,0.53,2/5/2015,0.46,0.46,PTEN,PTEN,0.07,0,0,2/5/2015,
39027,1.1,11/1/2011,1.14,1.14,PXD,PXD,0.04,0,0,11/1/2011,
70069,-0.06,7/30/2013,-0.15,-0.15,QDEL,QDEL,0.09,0,0,7/30/2013,
70037,0.08,10/23/2012,-0.02,-0.02,QDEL,QDEL,0.1,0,0,10/23/2012,
70127,-0.01,10/21/2014,-0.11,-0.11,QDEL,QDEL,0.1,0,0,10/21/2014,
70056,0.49,4/23/2013,0.34,0.34,QDEL,QDEL,0.15,0,0,4/23/2013,
72681,0.26,11/4/2012,0.24,0.24,QGEN,QGEN,0.02,0,0,11/4/2012,
72691,0.34,1/29/2013,0.32,0.32,QGEN,QGEN,0.02,0,0,1/29/2013,
72702,0.27,7/30/2013,0.23,0.23,QGEN,QGEN,0.04,0,0,7/30/2013,
77210,0.39,3/4/2013,0.87,0.87,QUAD,QUAD,0.48,0,0,3/4/2013,
6981,0.1,4/10/2014,0.06,0.06,RAD,RAD,0.04,0,0,4/10/2014,
59108,2.4,11/5/2013,1.25,1.25,REGN,REGN,1.15,0,0,11/5/2013,
34391,0.35,4/29/2015,0.38,0.38,RGLD,RGLD,0.03,0,0,4/29/2015,
21717,1,2/27/2013,1.02,1.02,RGR,RGR,0.02,0,0,2/27/2013,
51507,1.05,2/26/2015,0.67,0.67,RHP,RHP,0.38,0,0,2/26/2015,
51237,1.29,5/7/2013,0.86,0.86,RHP,RHP,0.43,0,0,5/7/2013,
51369,0.97,8/5/2014,0.48,0.48,RHP,RHP,0.49,0,0,8/5/2014,
46136,0.28,2/27/2012,0.24,0.24,RIG,RIG,0.04,0,0,2/27/2012,
46152,0.88,8/1/2012,0.72,0.72,RIG,RIG,0.16,0,0,8/1/2012,
59080,-0.25,3/3/2015,-0.15,-0.15,RIGL,RIGL,0.1,0,0,3/3/2015,
12693,1.8,8/6/2014,1.83,1.83,RL,RL,0.03,0,0,8/6/2014,
104556,0.08,1/26/2012,-0.26,-0.26,RMBS,RMBS,0.34,0,0,1/26/2012,
69988,0.53,8/2/2012,0.55,0.55,RMD,RMD,0.02,0,0,8/2/2012,
70019,0.54,10/25/2012,0.5,0.5,RMD,RMD,0.04,0,0,10/25/2012,
70040,0.59,1/24/2013,0.54,0.54,RMD,RMD,0.05,0,0,1/24/2013,
47613,0.78,3/2/2015,0.18,0.18,RNET,RNET,0.6,0,0,3/2/2015,
65289,-0.88,10/30/2013,-0.56,-0.56,RNWK,RNWK,0.32,0,0,10/30/2013,
23557,-0.43,1/8/2014,-0.51,-0.51,RT,RT,0.08,0,0,1/8/2014,
23536,-0.36,10/9/2013,-0.23,-0.23,RT,RT,0.13,0,0,10/9/2013,
74097,1.49,4/25/2013,1.41,1.41,RTN,RTN,0.08,0,0,4/25/2013,
74080,1.72,1/26/2012,1.58,1.58,RTN,RTN,0.14,0,0,1/26/2012,
114989,-0.12,10/25/2012,-0.26,-0.26,S,S,0.14,0,0,10/25/2012,
115702,-0.6,2/5/2015,-0.06,-0.06,S,S,0.54,0,0,2/5/2015,
10885,1.17,2/22/2012,1.2,1.2,SAM,SAM,0.03,0,0,2/22/2012,
10915,1.06,8/1/2012,1.19,1.19,SAM,SAM,0.13,0,0,8/1/2012,
65041,0.61,7/18/2013,0.73,0.73,SAP,SAP,0.12,0,0,7/18/2013,
65120,1.5,1/21/2014,1.28,1.28,SAP,SAP,0.22,0,0,1/21/2014,
65017,1.5,1/23/2013,1.14,1.14,SAP,SAP,0.36,0,0,1/23/2013,
115119,0.01,5/1/2014,-0.07,-0.07,SBAC,SBAC,0.08,0,0,5/1/2014,
115351,-0.61,4/23/2015,0.04,0.04,SBAC,SBAC,0.65,0,0,4/23/2015,
115289,1.33,11/4/2014,-0.13,-0.13,SBAC,SBAC,1.46,0,0,11/4/2014,
15887,-0.38,3/20/2014,-0.68,-0.68,SCHL,SCHL,0.3,0,0,3/20/2014,
34684,-0.33,4/7/2015,-0.43,-0.43,SCHN,SCHN,0.1,0,0,4/7/2015,
99116,0.28,7/25/2013,-0.04,-0.04,SCOR,SCOR,0.32,0,0,7/25/2013,
27510,0.6,11/19/2012,0.63,0.63,SCVL,SCVL,0.03,0,0,11/19/2012,
38630,0.74,2/26/2015,0.78,0.78,SDRL,SDRL,0.04,0,0,2/26/2015,
38288,1.09,8/27/2012,0.73,0.73,SDRL,SDRL,0.36,0,0,8/27/2012,
54586,0.512,1/28/2015,0.45,0.45,SEIC,SEIC,0.06,0,0,1/28/2015,
44543,0.65,2/4/2015,0.79,0.79,SEP,SEP,0.14,0,0,2/4/2015,
38355,0.41,11/29/2012,0.44,0.44,SFL,SFL,0.03,0,0,11/29/2012,
31302,-0.31,7/31/2013,-0.29,-0.29,SFLY,SFLY,0.02,0,0,7/31/2013,
31244,1.48,2/1/2012,0.97,0.97,SFLY,SFLY,0.51,0,0,2/1/2012,
23540,-0.04,3/12/2014,0.03,0.03,SGMS,SGMS,0.07,0,0,3/12/2014,
23639,-0.8,5/7/2015,-1.01,-1.01,SGMS,SGMS,0.21,0,0,5/7/2015,
32362,-0.34,2/26/2015,-0.47,-0.47,SHLD,SHLD,0.13,0,0,2/26/2015,
32359,-2.71,12/4/2014,-2.84,-2.84,SHLD,SHLD,0.13,0,0,12/4/2014,
32349,-1.46,8/22/2013,-1.7,-1.7,SHLD,SHLD,0.24,0,0,8/22/2013,
32346,-1.29,5/23/2013,-1.54,-1.54,SHLD,SHLD,0.25,0,0,5/23/2013,
32367,-2,6/8/2015,-2.34,-2.34,SHLD,SHLD,0.34,0,0,6/8/2015,
32357,-3.79,5/22/2014,-2.34,-2.34,SHLD,SHLD,1.45,0,0,5/22/2014,
32354,-5.03,11/21/2013,-3.13,-3.13,SHLD,SHLD,1.9,0,0,11/21/2013,
2611,1.14,1/30/2014,1.27,1.27,SHW,SHW,0.13,0,0,1/30/2014,
23855,-0.07,2/18/2015,-0.37,-0.37,SIX,SIX,0.3,0,0,2/18/2015,
81427,0.46,4/10/2014,0.4,0.4,SJR,SJR,0.06,0,0,4/10/2014,
87746,-0.29,8/6/2014,-0.2,-0.2,SKYW,SKYW,0.09,0,0,8/6/2014,
104369,0.46,4/24/2013,0.59,0.59,SLAB,SLAB,0.13,0,0,4/24/2013,
44912,0.96,10/21/2011,0.98,0.98,SLB,SLB,0.02,0,0,10/21/2011,
35844,0.72,2/24/2015,0.82,0.82,SLCA,SLCA,0.1,0,0,2/24/2015,
20588,0.9,10/30/2013,0.76,0.76,SODA,SODA,0.14,0,0,10/30/2013,
21210,0.17,5/6/2015,0.4,0.4,SODA,SODA,0.23,0,0,5/6/2015,
100013,0.42,8/6/2012,0.32,0.32,SOHU,SOHU,0.1,0,0,8/6/2012,
100153,-0.61,11/3/2014,-0.74,-0.74,SOHU,SOHU,0.13,0,0,11/3/2014,
100167,-0.36,2/9/2015,-0.51,-0.51,SOHU,SOHU,0.15,0,0,2/9/2015,
100148,-0.87,7/28/2014,-1.16,-1.16,SOHU,SOHU,0.29,0,0,7/28/2014,
100144,-1.26,4/28/2014,-2.05,-2.05,SOHU,SOHU,0.79,0,0,4/28/2014,
44559,2.28,5/9/2013,2.33,2.33,SPH,SPH,0.05,0,0,5/9/2013,
44807,-1.05,11/14/2013,-0.91,-0.91,SPH,SPH,0.14,0,0,11/14/2013,
44607,-0.98,8/7/2014,-0.71,-0.71,SPH,SPH,0.27,0,0,8/7/2014,
58619,-0.07,5/7/2015,-0.22,-0.22,SPPI,SPPI,0.15,0,0,5/7/2015,
74152,1.04,10/31/2014,1.2,1.2,SPR,SPR,0.16,0,0,10/31/2014,
117142,0.99,5/2/2013,0.83,0.83,SRE,SRE,0.16,0,0,5/2/2013,
60582,-0.94,2/26/2015,-1.08,-1.08,SRPT,SRPT,0.14,0,0,2/26/2015,
60515,-1.15,5/7/2015,-1.49,-1.49,SRPT,SRPT,0.34,0,0,5/7/2015,
27168,1.33,3/12/2013,1.09,1.09,SSI,SSI,0.24,0,0,3/12/2013,
16421,-0.05,5/6/2013,-0.03,-0.03,SSP,SSP,0.02,0,0,5/6/2013,
69654,0.7,5/7/2013,0.64,0.64,STE,STE,0.06,0,0,5/7/2013,
34769,0.4,1/28/2015,0.36,0.36,STLD,STLD,0.04,0,0,1/28/2015,
34235,0.27,1/28/2013,0.2,0.2,STLD,STLD,0.07,0,0,1/28/2013,
18763,-0.26,3/13/2015,-0.245,-0.245,STON,STON,0.02,0,0,3/13/2015,
18730,0,8/8/2014,-0.04,-0.04,STON,STON,0.04,0,0,8/8/2014,
44521,-0.34,3/26/2015,-1.32,-1.32,STRI,STRI,0.98,0,0,3/26/2015,
35747,0.21,1/29/2015,0.1,0.1,SXC,SXC,0.11,0,0,1/29/2015,
27163,-0.08,3/5/2013,-0.06,-0.06,SYX,SYX,0.02,0,0,3/5/2013,
6275,0.5,8/12/2013,0.47,0.47,SYY,SYY,0.03,0,0,8/12/2013,
115400,-0.15,2/25/2015,-0.12,-0.12,TDS,TDS,0.03,0,0,2/25/2015,
115492,-0.39,2/26/2013,0.02,0.02,TDS,TDS,0.41,0,0,2/26/2013,
115371,-1.07,10/31/2014,-0.25,-0.25,TDS,TDS,0.82,0,0,10/31/2014,
115300,-0.06,2/26/2014,-1.58,-1.58,TDS,TDS,1.52,0,0,2/26/2014,
74866,1.49,1/29/2015,1.47,1.47,TDY,TDY,0.02,0,0,1/29/2015,
74838,1.47,10/23/2014,1.52,1.52,TDY,TDY,0.05,0,0,10/23/2014,
74696,1.52,7/26/2012,1.48,1.48,TGI,TGI,0.04,0,0,7/26/2012,
32235,1.45,2/23/2012,1.43,1.43,TGT,TGT,0.02,0,0,2/23/2012,
32360,0.95,8/21/2013,0.97,0.97,TGT,TGT,0.02,0,0,8/21/2013,
32429,0.54,11/21/2013,0.56,0.56,TGT,TGT,0.02,0,0,11/21/2013,
32344,0.77,5/22/2013,0.82,0.82,TGT,TGT,0.05,0,0,5/22/2013,
32306,0.9,11/15/2012,0.81,0.81,TGT,TGT,0.09,0,0,11/15/2012,
32472,0.81,2/26/2014,0.9,0.9,TGT,TGT,0.09,0,0,2/26/2014,
62551,-0.14,5/5/2014,-0.12,-0.12,THC,THC,0.02,0,0,5/5/2014,
13541,1.04,9/26/2013,1.07,1.07,THO,THO,0.03,0,0,9/26/2013,
14461,0.47,5/1/2014,0.45,0.45,THRM,THRM,0.02,0,0,5/1/2014,
28934,0.68,5/24/2012,0.64,0.64,TIF,TIF,0.04,0,0,5/24/2012,
84703,0.78,1/24/2013,0.8,0.8,TKR,TKR,0.02,0,0,1/24/2013,
115111,-0.19,4/24/2014,-0.11,-0.11,TNAV,TNAV,0.08,0,0,4/24/2014,
20727,0.14,5/22/2013,0.09,0.09,TOL,TOL,0.05,0,0,5/22/2013,
43315,0.15,9/8/2014,0.2,0.2,TPLM,TPLM,0.05,0,0,9/8/2014,
20580,0.83,4/19/2012,0.86,0.86,TPX,TPX,0.03,0,0,4/19/2012,
45964,-0.06,5/8/2015,-0.03,-0.03,TTI,TTI,0.03,0,0,5/8/2015,
17310,0,10/23/2014,-0.02,-0.02,TV,TV,0.02,0,0,10/23/2014,
17307,0.059,7/7/2014,0.3,0.3,TV,TV,0.24,0,0,7/7/2014,
34763,-1.29,2/20/2013,0.33,0.33,TX,TX,1.62,0,0,2/20/2013,
105700,0.6,10/24/2011,0.51,0.51,TXN,TXN,0.09,0,0,10/24/2011,
74927,0.6,10/17/2014,0.57,0.57,TXT,TXT,0.03,0,0,10/17/2014,
75754,0.21,10/17/2012,0.29,0.29,UFPI,UFPI,0.08,0,0,10/17/2012,
108983,1.3,10/21/2014,0.95,0.95,UIS,UIS,0.35,0,0,10/21/2014,
108969,-0.26,4/23/2013,-0.62,-0.62,UIS,UIS,0.36,0,0,4/23/2013,
108978,-0.74,4/22/2014,-1.15,-1.15,UIS,UIS,0.41,0,0,4/22/2014,
88086,1.09,10/25/2011,1.06,1.06,UPS,UPS,0.03,0,0,10/25/2011,
75844,-0.29,10/18/2012,-0.26,-0.26,USG,USG,0.03,0,0,10/18/2012,
75846,-0.11,2/6/2013,-0.46,-0.46,USG,USG,0.35,0,0,2/6/2013,
115343,-0.47,2/26/2013,-0.17,-0.17,USM,USM,0.3,0,0,2/26/2013,
115583,1.69,8/2/2013,0.1,0.1,USM,USM,1.59,0,0,8/2/2013,
9949,1.47,10/28/2014,1.36,1.36,USNA,USNA,0.11,0,0,10/28/2014,
59722,3.21,2/24/2015,2.37,2.37,UTHR,UTHR,0.84,0,0,2/24/2015,
59481,3.19,2/25/2014,-0.6,-0.6,UTHR,UTHR,3.79,0,0,2/25/2014,
74757,1.11,4/24/2012,1.31,1.31,UTX,UTX,0.2,0,0,4/24/2012,
14627,0.74,2/28/2013,1.45,1.45,VC,VC,0.71,0,0,2/28/2013,
106052,-0.39,7/30/2014,-0.16,-0.16,VECO,VECO,0.23,0,0,7/30/2014,
39932,0.9,7/23/2013,0.85,0.85,VLO,VLO,0.05,0,0,7/23/2013,
524,0.51,11/4/2014,0.53,0.53,VMC,VMC,0.02,0,0,11/4/2014,
363,-0.42,5/2/2013,-0.49,-0.49,VMC,VMC,0.07,0,0,5/2/2013,
352,0.03,2/14/2013,-0.32,-0.32,VMC,VMC,0.35,0,0,2/14/2013,
30934,-0.03,3/9/2015,-0.18,-0.18,VNET,VNET,0.15,0,0,3/9/2015,
59747,-0.61,7/29/2014,-0.68,-0.68,VRTX,VRTX,0.07,0,0,7/29/2014,
59881,-0.55,1/28/2015,-0.74,-0.74,VRTX,VRTX,0.19,0,0,1/28/2015,
59852,-0.62,4/29/2015,-0.83,-0.83,VRTX,VRTX,0.21,0,0,4/29/2015,
59529,-0.32,10/29/2013,-0.54,-0.54,VRTX,VRTX,0.22,0,0,10/29/2013,
59480,-0.35,1/29/2013,-0.09,-0.09,VRTX,VRTX,0.26,0,0,1/29/2013,
59703,-0.65,5/1/2014,-1,-1,VRTX,VRTX,0.35,0,0,5/1/2014,
59811,-0.37,10/28/2014,-0.72,-0.72,VRTX,VRTX,0.35,0,0,10/28/2014,
59645,-0.56,1/29/2014,0.19,0.19,VRTX,VRTX,0.75,0,0,1/29/2014,
117387,0.57,11/6/2014,0.6,0.6,VVC,VVC,0.03,0,0,11/6/2014,
54979,0.71,5/9/2013,1.5,1.5,WAC,WAC,0.79,0,0,5/9/2013,
63024,-0.07,7/24/2014,0.23,0.23,WCG,WCG,0.3,0,0,7/24/2014,
117675,0.9,5/5/2015,0.86,0.86,WEC,WEC,0.04,0,0,5/5/2015,
6674,1.51,2/21/2012,1.44,1.44,WMT,WMT,0.07,0,0,2/21/2012,
35193,0.57,3/27/2014,0.59,0.59,WOR,WOR,0.02,0,0,3/27/2014,
35058,0.17,1/5/2012,0.27,0.27,WOR,WOR,0.1,0,0,1/5/2012,
51082,1.03,5/7/2013,0.2,0.2,WPC,WPC,0.83,0,0,5/7/2013,
16848,-0.08,10/30/2014,-0.03,-0.03,WWE,WWE,0.05,0,0,10/30/2014,
60709,-0.12,3/11/2015,-0.07,-0.07,XOMA,XOMA,0.05,0,0,3/11/2015,
60683,-0.17,8/7/2014,-0.11,-0.11,XOMA,XOMA,0.06,0,0,8/7/2014,
60448,-0.11,8/14/2014,-0.53,-0.53,XON,XON,0.42,0,0,8/14/2014,
101152,-0.08,2/6/2013,-0.06,-0.06,YELP,YELP,0.02,0,0,2/6/2013,
101166,-0.08,5/1/2013,-0.06,-0.06,YELP,YELP,0.02,0,0,5/1/2013,
100690,0.11,4/28/2015,6.99,6.99,YNDX,YNDX,6.88,0,0,4/28/2015,
100628,0.21,4/25/2013,7.16,7.16,YNDX,YNDX,6.95,0,0,4/25/2013,
100678,0.3,7/29/2014,7.37,7.37,YNDX,YNDX,7.07,0,0,7/29/2014,
100632,0.46,10/24/2013,8.69,8.69,YNDX,YNDX,8.23,0,0,10/24/2013,
100672,0.23,4/24/2014,8.56,8.56,YNDX,YNDX,8.33,0,0,4/24/2014,
100613,0.26,2/19/2013,8.82,8.82,YNDX,YNDX,8.56,0,0,2/19/2013,
100630,0.27,7/25/2013,9.13,9.13,YNDX,YNDX,8.86,0,0,7/25/2013,
100636,0.31,2/20/2014,10.08,10.08,YNDX,YNDX,9.77,0,0,2/20/2014,
100685,0.31,10/23/2014,13.49,13.49,YNDX,YNDX,13.18,0,0,10/23/2014,
